Region,Old Region,Division,SchoolID,School Name,District,Legislative District,Barangay,Modified COC,TotalEnrolment,Instructional.Rooms,Classroom.Requirement,Shifting,OwnershipType,ElectricitySource,WaterSource,Est.CS,SBPI,Lat,Long
CAR,CAR,Tabuk City,501971,Lacnog Integrated School,Eastern Tabuk District II,Lone District,LACNOG,ES and JHS (K to 10),304,20,12,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
CAR,CAR,Tabuk City,136088,Callagdao Elementary School,Southern Tabuk District I,Lone District,BULANAO,Purely ES,125,5,7,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,2,NA,,
CAR,CAR,Tabuk City,220531,Greenhills Elementary School,Southern Tabuk District I,Lone District,BULANAO,Purely ES,111,8,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,1,NA,,
CAR,CAR,Tabuk City,136157,Balatoc Primary School,Western Tabuk District II,Lone District,LUCOG,Purely ES,29,2,4,Single Shift,DOD,GRID SUPPLY,Natural Resources,3,2.2,,
CAR,CAR,Tabuk City,136101,Madopdop Elementary School,Eastern Tabuk District II,Lone District,LACNOG,Purely ES,114,7,7,Single Shift,DOS,GRID SUPPLY,Piped line from Local Service Provider,1,2.175,,
CAR,CAR,Tabuk City,136180,SUYANG ELEMENTARY SCHOOL,Southern Tabuk District III,Lone District,SUYANG,Purely ES,63,4,4,Single Shift,DOD,GRID SUPPLY,Natural Resources,1,2.425,,
CAR,CAR,Tabuk City,502157,Amlao Integrated School,Southern Tabuk District III,Lone District,AMLAO,ES and JHS (K to 10),136,11,8,Single Shift,For Verification,GRID SUPPLY,Natural Resources,7,NA,,
CAR,CAR,Tabuk City,136154,Amlao Elementary School,Southern Tabuk District III,Lone District,AMLAO,Purely ES,39,3,4,Single Shift,SP,GRID SUPPLY,Natural Resources,0,2.05,,
CAR,CAR,Tabuk City,136174,Malin-awa Elementary School,Southern Tabuk District III,Lone District,MALIN-AWA,Purely ES,237,7,10,Single Shift,For Verification,GRID SUPPLY,Natural Resources,9,NA,,
CAR,CAR,Tabuk City,220522,Dananao Elementary School,Eastern Tabuk District II,Lone District,LACNOG,Purely ES,175,6,9,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,2,NA,,
CAR,CAR,Tabuk City,319117,Dupag National High School,Western Tabuk District II,Lone District,DUPAG,Purely JHS,72,6,4,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
CAR,CAR,Tabuk City,136158,Balawag Central School,Southern Tabuk District III,Lone District,BALAWAG,Purely ES,104,7,7,Single Shift,PP,GRID SUPPLY,Natural Resources,1,2.425,,
CAR,CAR,Tabuk City,305198,Balawag National High School,Southern Tabuk District III,Lone District,BALAWAG,JHS with SHS,271,7,6,Single Shift,PP,GRID SUPPLY,Natural Resources,3,2.05,,
CAR,CAR,Tabuk City,136161,Binongsay ES,Southern Tabuk District III,Lone District,MALIN-AWA,Purely ES,142,7,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.35,,
CAR,CAR,Tabuk City,502124,San Pablo Integrated School,Eastern Tabuk District II,Lone District,LACNOG,ES and JHS (K to 10),263,20,10,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
CAR,CAR,Tabuk City,136110,New Bangad ES,Eastern Tabuk District III,Lone District,AGBANNAWAG,Purely ES,22,2,4,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,3,1.75,,
CAR,CAR,Tabuk City,220514,Mansanita Elementary School,Eastern Tabuk District I,Lone District,IPIL,Purely ES,23,1,4,Single Shift,DOD,GRID SUPPLY,Natural Resources,3,1.8,,
CAR,CAR,Tabuk City,136153,Addang Primary School,Southern Tabuk District III,Lone District,BALAWAG,Purely ES,48,3,4,Single Shift,SP,GRID SUPPLY,Natural Resources,1,2.075,,
CAR,CAR,Tabuk City,305195,Agbannawag National High School,Eastern Tabuk District III,Lone District,AGBANNAWAG,JHS with SHS,1164,43,35,Single Shift,SP,GRID SUPPLY,Natural Resources,0,2.25,,
CAR,CAR,Tabuk City,136178,Paligatto Elementary School,Southern Tabuk District III,Lone District,BALAWAG,Purely ES,71,4,4,Single Shift,SP,GRID SUPPLY,Natural Resources,0,2.25,,
CAR,CAR,Tabuk City,136085,Agbannawag Central School,Eastern Tabuk District III,Lone District,AGBANNAWAG,Purely ES,763,24,25,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
CAR,CAR,Tabuk City,220524,Burobor Elementary School,Eastern Tabuk District II,Lone District,BULO,Purely ES,180,7,7,Single Shift,TCT / OCT,GRID SUPPLY,Natural Resources,1,2.125,,
CAR,CAR,Tabuk City,136092,Bulo West Elementary School,Eastern Tabuk District II,Lone District,BULO,Purely ES,81,10,7,Single Shift,TCT / OCT,GRID SUPPLY,Natural Resources,2,2.125,,
CAR,CAR,Tabuk City,136102,Magabbangon Elementary School,Southern Tabuk District II,Lone District,CUDAL,Purely ES,34,4,4,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.35,,
CAR,CAR,Tabuk City,136091,Bulo East Central School,Eastern Tabuk District II,Lone District,BULO,Purely ES,369,13,13,Single Shift,SP,GRID SUPPLY,Natural Resources,0,2.25,,
CAR,CAR,Tabuk City,136098,Hilltop ES,Eastern Tabuk District III,Lone District,AGBANNAWAG,Purely ES,86,5,5,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.55,,
CAR,CAR,Tabuk City,136111,Sotto Elementary School,Eastern Tabuk District III,Lone District,AGBANNAWAG,Purely ES,84,4,4,Single Shift,Tax Dec,GRID SUPPLY,Without Water Supply Source,1,2.375,,
CAR,CAR,Tabuk City,319101,Bulo National High School,Eastern Tabuk District II,Lone District,BULO,JHS with SHS,200,9,8,Single Shift,SP,GRID SUPPLY,Natural Resources,6,1.975,,
CAR,CAR,Tabuk City,136097,Dalnacan Elementary School,Southern Tabuk District II,Lone District,CUDAL,Purely ES,45,4,4,Single Shift,DOD,GRID SUPPLY,Natural Resources,1,2.175,,
CAR,CAR,Tabuk City,305196,Eastern Kalinga National High School,Eastern Tabuk District III,Lone District,MALALAO,Purely JHS,96,5,4,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
CAR,CAR,Tabuk City,136103,Malalao Elementary School,Eastern Tabuk District III,Lone District,MALALAO,Purely ES,67,5,6,Single Shift,SP,GRID SUPPLY,Natural Resources,3,1.95,,
CAR,CAR,Tabuk City,136096,Cudal Central School,Southern Tabuk District II,Lone District,CUDAL,Purely ES,330,11,12,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,1,2.375,,
CAR,CAR,Tabuk City,305203,Cudal National High School,Southern Tabuk District II,Lone District,CUDAL,JHS with SHS,307,13,12,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.3,,
CAR,CAR,Tabuk City,136105,Mallong Elementary School,Southern Tabuk District II,Lone District,CUDAL,Purely ES,38,2,4,Single Shift,For Verification,GRID SUPPLY,Natural Resources,2,NA,,
CAR,CAR,Tabuk City,305200,Calaccad National High School,Southern Tabuk District II,Lone District,CALACCAD,Purely JHS,133,10,5,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.3,,
CAR,CAR,Tabuk City,136093,Calaccad Elementary School,Southern Tabuk District II,Lone District,CALACCAD,Purely ES,93,7,6,Single Shift,SP,GRID SUPPLY,Natural Resources,0,2.05,,
CAR,CAR,Tabuk City,136094,Banneng Elementary School,Southern Tabuk District II,Lone District,CALACCAD,Purely ES,123,1,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.15,,
CAR,CAR,Mt. Province,136293,Cassag Elementary School,Paracelis,Lone District,BACARNI,Purely ES,100,7,6,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
CAR,CAR,Mt. Province,136305,Makilo Elementary School,Paracelis,Lone District,BURINGAL,Purely ES,145,6,7,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,1,2.075,,
CAR,CAR,Mt. Province,319209,Buringal National High School,Paracelis,Lone District,BURINGAL,Purely JHS,142,7,4,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,0,2.25,,
CAR,CAR,Mt. Province,136294,Catao Elementary School,Paracelis,Lone District,BURINGAL,Purely ES,158,3,7,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,4,1.9,,
CAR,CAR,Mt. Province,136306,Marallag Elementary School,Paracelis,Lone District,BACARNI,Purely ES,33,2,4,Single Shift,For Verification,GRID SUPPLY,Natural Resources,2,NA,,
CAR,CAR,Mt. Province,136312,San Emilio Elementary School,Paracelis,Lone District,BACARNI,Purely ES,189,4,8,Single Shift,For Verification,GRID SUPPLY,Natural Resources,4,NA,,
CAR,CAR,Mt. Province,137252,Ambatutong Elementary School,Paracelis,Lone District,BUNOT,Purely ES,22,1,4,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,#N/A,NA,,
CAR,CAR,Mt. Province,136291,Camparadi Elementary School,Paracelis,Lone District,BURINGAL,Purely ES,106,6,8,Single Shift,For Verification,GRID SUPPLY,Natural Resources,3,NA,,
CAR,CAR,Mt. Province,136285,Bacarri Elementary School,Paracelis,Lone District,BACARNI,Purely ES,124,6,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
CAR,CAR,Mt. Province,305230,Bacarri National Trade Agricultural School,Paracelis,Lone District,BACARNI,JHS with SHS,227,7,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,2,2.225,,
CAR,CAR,Mt. Province,137103,Wellie Maclinic Elementary School,Paracelis,Lone District,BACARNI,Purely ES,56, #N/A   ,4,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,4,NA,,
CAR,CAR,Mt. Province,136295,Maab-abnot Elementary School,Paracelis,Lone District,BUNOT,Purely ES,69,4,4,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
CAR,CAR,Mt. Province,136339,Saclit Elementary School,Sadanga,Lone District,SACLIT,Purely ES,99,2,7,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,2,2.375,,
CAR,CAR,Mt. Province,136296,Dalanao Elementary School,Paracelis,Lone District,BANTAY,Purely ES,145,5,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
CAR,CAR,Mt. Province,136284,Apalis Elementary School,Paracelis,Lone District,BUNOT,Purely ES,31,3,4,Single Shift,For Verification,OFF-GRID SUPPLY,Natural Resources,4,NA,,
CAR,CAR,Mt. Province,319219,Saclit National High School,Sadanga,Lone District,SACLIT,Purely JHS,73,6,4,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,0,2.45,,
CAR,CAR,Mt. Province,319226,Bacarri National Trade Agricultural School-Bunot Extension,Paracelis,Lone District,BUNOT,Purely JHS,59,2,4,Single Shift,DOD,GRID SUPPLY,Natural Resources,2,1.975,,
CAR,CAR,Mt. Province,136281,Addang Elementary School,Paracelis,Lone District,BUNOT,Purely ES,60,5,4,Single Shift,DOS,GRID SUPPLY,Natural Resources,3,2.05,,
CAR,CAR,Mt. Province,136299,Gassilang Primary School,Paracelis,Lone District,BANTAY,Purely ES,38,1,4,Single Shift,For Verification,GRID SUPPLY,Natural Resources,3,NA,,
CAR,CAR,Mt. Province,136302,Labay Elementary School,Paracelis,Lone District,BANTAY,Purely ES,241,5,9,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,5,2.55,,
CAR,CAR,Mt. Province,136310,Paracelis Central School,Paracelis,Lone District,POBLACION,Purely ES,703,25,24,Single Shift,DOD,GRID SUPPLY,Natural Resources,8,1.625,,
CAR,CAR,Mt. Province,305261,Serapio Gawan National High School,Paracelis,Lone District,POBLACION,JHS with SHS,865,19,24,Single Shift,DOD,GRID SUPPLY,Natural Resources,4,1.85,,
CAR,CAR,Mt. Province,305231,Paracelis Technical & Vocational High School,Paracelis,Lone District,BANTAY,JHS with SHS,653,11,19,Single Shift,For Verification,GRID SUPPLY,Natural Resources,10,NA,,
CAR,CAR,Mt. Province,136292,Canabo Elementary School,Paracelis,Lone District,POBLACION,Purely ES,153,5,7,Single Shift,Tax Dec,GRID SUPPLY,Without Water Supply Source,2,2.225,,
CAR,CAR,Mt. Province,319204,Belwang National High School,Sadanga,Lone District,BELWANG,Purely JHS,51, #N/A   ,4,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,4,1.9,,
CAR,CAR,Mt. Province,136333,Bekigan Elementary School,Sadanga,Lone District,BEKIGAN,Purely ES,52,1,4,Single Shift,DOD,GRID SUPPLY,Natural Resources,3,2.45,,
CAR,CAR,Mt. Province,136301,Kalao Elementary School,Paracelis,Lone District,BANTAY,Purely ES,71,6,5,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,1,2.075,,
CAR,CAR,Mt. Province,136334,Belwang Elementary School,Sadanga,Lone District,BELWANG,Purely ES,62,2,4,Single Shift,PP,GRID & OFF-GRID SUPPLY,Piped line from Local Service Provider,4,2,,
CAR,CAR,Mt. Province,136286,Bagabag Elementary School,Paracelis,Lone District,BURINGAL,Purely ES,42, #N/A   ,4,Single Shift,For Verification,OFF-GRID SUPPLY,Natural Resources,3,NA,,
CAR,CAR,Mt. Province,136282,Amolong Elementary School,Paracelis,Lone District,POBLACION,Purely ES,127,7,7,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.1,,
CAR,CAR,Mt. Province,136332,Anabel Elementary School,Sadanga,Lone District,ANABEL,Purely ES,91,3,7,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,5,2,,
CAR,CAR,Mt. Province,136308,Natta'longan Elementary School,Paracelis,Lone District,BANTAY,Purely ES,177, #N/A   ,7,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,7,2.375,,
CAR,CAR,Mt. Province,136336,Demang Elementary School,Sadanga,Lone District,DEMANG,Purely ES,70,7,4,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,2,2.225,,
CAR,CAR,Mt. Province,136283,Anonat Elementary School,Paracelis,Lone District,ANONAT,Purely ES,105,4,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,3,NA,,
CAR,CAR,Mt. Province,221005,Minoli Elementary School,Paracelis,Lone District,POBLACION,Purely ES,135,8,7,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,0,2.2,,
CAR,CAR,Mt. Province,136340,Sadanga Central School,Sadanga,Lone District,POBLACION,Purely ES,158,5,7,Single Shift,PP,GRID SUPPLY,Piped line from Local Service Provider,1,2.375,,
CAR,CAR,Mt. Province,305264,Sadanga National Technical Vocational and Skills Training High School,Sadanga,Lone District,POBLACION,JHS with SHS,308,14,12,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,0,2.25,,
CAR,CAR,Mt. Province,136338,Sacasacan Elementary School,Sadanga,Lone District,SACASACAN,Purely ES,84,7,8,Single Shift,PP,GRID SUPPLY,Natural Resources,1,2.425,,
CAR,CAR,Mt. Province,136303,Balindan Elementary School,Paracelis,Lone District,BANTAY,Purely ES,147,7,7,Single Shift,Tax Dec,GRID SUPPLY,Piped line from Local Service Provider,1,2.275,,
CAR,CAR,Mt. Province,136271,Maducayan Elementary School,Natonin,Lone District,MADUCAYAN,Purely ES,39, #N/A   ,4,Single Shift,DOD,GRID SUPPLY,Natural Resources,4,1.6,,
CAR,CAR,Mt. Province,305924,Mainit National High School,Bontoc,Lone District,MAINIT,Purely JHS,61, #N/A   ,3,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,4,NA,,
CAR,CAR,Mt. Province,319203,Saliok National Technical-Vocational and Skills Training High School,Natonin,Lone District,SALIOK,Purely JHS,111,8,4,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,0,2.25,,
CAR,CAR,Mt. Province,136277,Saliok Elementary School,Natonin,Lone District,SALIOK,Purely ES,126,9,7,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
CAR,CAR,Mt. Province,136260,Mainit Elementary School,Bontoc,Lone District,MAINIT,Purely ES,173,5,7,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,1,2.375,,
CAR,CAR,Mt. Province,136335,Betwagan Elementary School,Sadanga,Lone District,BETWAGAN,Purely ES,234,3,8,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.55,,
CAR,CAR,Mt. Province,136307,Mulliang Elementary School,Paracelis,Lone District,ANONAT,Purely ES,107,3,7,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,3,2.3,,
CAR,CAR,Mt. Province,305238,Betwagan National High School,Sadanga,Lone District,BETWAGAN,Purely JHS,205,7,8,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.15,,
CAR,CAR,Mt. Province,136279,Tappo Elementary School,Natonin,Lone District,BANAWAL,Purely ES,104,4,7,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,0,2.25,,
CAR,CAR,Mt. Province,319220,Anonat National Agricultural and Vocational High School,Paracelis,Lone District,ANONAT,JHS with SHS,162,11,6,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
CAR,CAR,Mt. Province,136259,Guina-ang Elementary School,Bontoc,Lone District,GUINAANG,Purely ES,131,9,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,2.35,,
CAR,CAR,Mt. Province,305243,Guinaang National High School,Bontoc,Lone District,GUINAANG,JHS with SHS,73,5,4,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.5,,
CAR,CAR,Mt. Province,136341,Aguid Elementary School,Sagada,Lone District,AGUID,Purely ES,131,4,7,Single Shift,DOD,GRID SUPPLY,Natural Resources,0,1.95,,
CAR,CAR,Mt. Province,221009,Damsite Elementary School,Paracelis,Lone District,ANONAT,Purely ES,42, #N/A   ,4,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,4,NA,,
CAR,CAR,Mt. Province,136261,Maligcong Elementary School,Bontoc,Lone District,MALIGCONG,Purely ES,66,5,4,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
CAR,CAR,Mt. Province,136309,Palitod Elementary School,Paracelis,Lone District,PALITOD,Purely ES,208,8,7,Single Shift,SP,GRID SUPPLY,Natural Resources,0,1.85,,
CAR,CAR,Mt. Province,136347,Fidelisan Elementary School,Sagada,Lone District,FIDELISAN,Purely ES,78,2,5,Single Shift,DOD,GRID SUPPLY,Natural Resources,3,2.05,,
CAR,CAR,Mt. Province,136287,Bananao Elementary School,Paracelis,Lone District,BANANAO,Purely ES,186,9,7,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
CAR,CAR,Mt. Province,136255,Dalican Elementary School,Bontoc,Lone District,DALICAN,Purely ES,106,1,7,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,2,1.975,,
CAR,CAR,Mt. Province,136297,Dannal Elementary School,Paracelis,Lone District,ANONAT,Purely ES,94,4,6,Single Shift,Tax Dec,GRID SUPPLY,Natural Resources,2,2.075,,
CAR,CAR,Mt. Province,136233,Ambagiw Elementary School,Besao,Lone District,AMBAGUIO,Purely ES,22, #N/A   ,4,Single Shift,DOD,GRID SUPPLY,Natural Resources,3,2,,
CAR,CAR,Mt. Province,136239,Dandanac Elementary School,Besao,Lone District,TAMBOAN,Purely ES,37,5,4,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.1,,
CAR,CAR,Mt. Province,305256,Tocucan National High School,Bontoc,Lone District,TOCUCAN,Purely JHS,36,7,4,Single Shift,For Verification,GRID SUPPLY,Piped line from Local Service Provider,0,NA,,
CAR,CAR,Mt. Province,136243,Masameyeo Primary School,Besao,Lone District,GUEDAY,Purely ES,28,2,4,Single Shift,DOD,GRID SUPPLY,Natural Resources,1,1.975,,
CAR,CAR,Mt. Province,136240,Gueday Elementary School,Besao,Lone District,GUEDAY,Purely ES,26,1,4,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,3,1.55,,
CAR,CAR,Mt. Province,305234,Bangaan National High School,Sagada,Lone District,BANGAAN,Purely JHS,188,9,7,Single Shift,DOD,GRID & OFF-GRID SUPPLY,Natural Resources,0,2.15,,
CAR,CAR,Mt. Province,319218,Dalican National High School,Bontoc,Lone District,DALICAN,Purely JHS,78,1,4,Single Shift,For Verification,GRID SUPPLY,Natural Resources,1,NA,,
CAR,CAR,Mt. Province,136346,Bangaan Elementary School,Sagada,Lone District,BANGAAN,Purely ES,159,9,7,Single Shift,DOD,GRID SUPPLY,Piped line from Local Service Provider,0,2.1,,
CAR,CAR,Mt. Province,319201,Palitod National High School,Paracelis,Lone District,PALITOD,JHS with SHS,250,10,8,Single Shift,For Verification,GRID SUPPLY,Natural Resources,0,NA,,
